"id","start","end","created_at","user_id","seat_id","title","sit_stand","has_monitor"
65,"2023-10-17 13:42:40.522494","2023-10-17 15:42:37.467","2023-10-17 13:42:40.528042",240,11,"Sitting Desk with Monitor",False,True
66,"2023-10-17 13:42:44.392245","2023-10-17 15:42:42.025","2023-10-17 13:42:44.398591",217,9,"Sitting Desk with Monitor",False,True
67,"2023-10-17 13:43:42.30427","2023-10-17 15:17:14.403819","2023-10-17 13:43:42.309736",241,2,"Sitting Desk with Monitor",False,True
68,"2023-10-17 13:45:20.506172","2023-10-17 15:45:15.597","2023-10-17 13:45:20.511981",242,1,"Sitting Desk with Monitor",False,True
69,"2023-10-17 13:46:00.818256","2023-10-17 15:45:57.418","2023-10-17 13:46:00.824759",201,25,"Communal Area Seat",False,False
70,"2023-10-17 13:52:55.446446","2023-10-17 15:52:51.975","2023-10-17 13:52:55.452139",218,34,"Communal Area Seat",False,False
71,"2023-10-17 13:54:15.85136","2023-10-17 15:54:11.579","2023-10-17 13:54:15.865284",164,20,"Communal Area Seat",False,False
72,"2023-10-17 14:05:24.370923","2023-10-17 16:05:21.622","2023-10-17 14:05:24.376554",231,8,"Sitting Desk with Monitor",False,True
73,"2023-10-17 14:11:44.112783","2023-10-17 16:11:40.227","2023-10-17 14:11:44.119624",6,27,"Communal Area Seat",False,False
78,"2023-10-17 14:25:32.727671","2023-10-17 16:25:30.029","2023-10-17 14:25:32.733462",243,18,"Communal Area Seat",False,False
79,"2023-10-17 14:28:02.471221","2023-10-17 15:52:09.01828","2023-10-17 14:28:02.478392",68,6,"Sitting Desk with Monitor",False,True
81,"2023-10-17 14:55:39.586198","2023-10-17 15:59:18.14553","2023-10-17 14:55:39.593567",246,23,"Communal Area Seat",False,False
82,"2023-10-17 14:56:53.353127","2023-10-17 16:56:50.144","2023-10-17 14:56:53.359147",247,31,"Communal Area Seat",False,False
83,"2023-10-17 15:03:22.907326","2023-10-17 17:03:13.24","2023-10-17 15:03:22.913505",248,33,"Communal Area Seat",False,False
84,"2023-10-17 15:05:15.158015","2023-10-17 15:23:58.823865","2023-10-17 15:05:15.16411",103,37,"Communal Area Seat",False,False
85,"2023-10-17 15:06:36.322534","2023-10-17 15:55:19.593868","2023-10-17 15:06:36.328017",46,0,"Sitting Desk with Monitor",False,True
86,"2023-10-17 15:18:41.294557","2023-10-17 17:18:37.425","2023-10-17 15:18:41.299841",171,2,"Sitting Desk with Monitor",False,True
87,"2023-10-17 15:18:52.056843","2023-10-17 17:18:43.259","2023-10-17 15:18:52.060494",250,14,"Standing Desk with Monitor",True,True
88,"2023-10-17 15:20:05.451781","2023-10-17 17:19:58","2023-10-17 15:20:05.457193",32,5,"Sitting Desk with Monitor",False,True
90,"2023-10-17 15:21:47.373589","2023-10-17 15:31:20.024177","2023-10-17 15:21:47.378771",239,13,"Standing Desk with Monitor",True,True
93,"2023-10-17 15:24:06.618147","2023-10-17 17:09:20.274905","2023-10-17 15:24:06.624362",40,35,"Communal Area Seat",False,False
94,"2023-10-17 15:26:15.744853","2023-10-17 16:59:51.444503","2023-10-17 15:26:15.750966",229,7,"Sitting Desk with Monitor",False,True
95,"2023-10-17 15:27:30.935649","2023-10-17 17:27:28.012","2023-10-17 15:27:30.941489",211,4,"Sitting Desk with Monitor",False,True
97,"2023-10-17 15:29:41.98991","2023-10-17 15:30:07.598283","2023-10-17 15:29:41.995806",1,19,"Communal Area Seat",False,False
98,"2023-10-17 15:42:46.915556","2023-10-17 15:57:55.349296","2023-10-17 15:42:46.921618",131,3,"Sitting Desk with Monitor",False,True
99,"2023-10-17 15:50:35.601293","2023-10-17 16:52:14.805907","2023-10-17 15:50:35.60753",252,37,"Communal Area Seat",False,False
100,"2023-10-17 15:51:03.320171","2023-10-17 17:00:58.775537","2023-10-17 15:51:03.325861",146,9,"Sitting Desk with Monitor",False,True
101,"2023-10-17 15:51:58.307247","2023-10-17 17:51:55.64","2023-10-17 15:51:58.312719",241,10,"Sitting Desk with Monitor",False,True
102,"2023-10-17 15:58:00.138933","2023-10-17 17:57:57.531","2023-10-17 15:58:00.144733",131,36,"Communal Area Seat",False,False
104,"2023-10-17 16:10:06.917673","2023-10-17 18:00:00","2023-10-17 16:10:06.924137",253,0,"Sitting Desk with Monitor",False,True
105,"2023-10-17 16:10:07.594864","2023-10-17 17:03:29.244911","2023-10-17 16:10:07.600722",179,41,"Communal Area Seat",False,False
106,"2023-10-17 16:18:50.190042","2023-10-17 18:00:00","2023-10-17 16:18:50.195203",254,1,"Sitting Desk with Monitor",False,True
109,"2023-10-17 16:33:34.679248","2023-10-17 18:00:00","2023-10-17 16:33:34.684999",208,24,"Communal Area Seat",False,False
110,"2023-10-17 16:35:53.814598","2023-10-17 18:00:00","2023-10-17 16:35:53.821038",255,11,"Sitting Desk with Monitor",False,True
111,"2023-10-17 16:42:05.574419","2023-10-17 17:03:46.793924","2023-10-17 16:42:05.580315",256,39,"Communal Area Seat",False,False
113,"2023-10-17 16:50:08.395249","2023-10-17 17:15:10.621233","2023-10-17 16:50:08.403106",257,25,"Communal Area Seat",False,False
114,"2023-10-17 16:56:45.297779","2023-10-17 17:11:15.450256","2023-10-17 16:56:45.302717",258,8,"Sitting Desk with Monitor",False,True
115,"2023-10-17 17:06:54.841552","2023-10-17 17:30:48.689832","2023-10-17 17:06:54.847458",59,33,"Communal Area Seat",False,False
116,"2023-10-17 17:14:24.688455","2023-10-17 17:56:57.462996","2023-10-17 17:14:24.693894",239,3,"Sitting Desk with Monitor",False,True
118,"2023-10-17 17:21:12.28153","2023-10-17 18:00:00","2023-10-17 17:21:12.286143",259,34,"Communal Area Seat",False,False
119,"2023-10-17 17:22:51.6224","2023-10-17 18:00:00","2023-10-17 17:22:51.627189",261,19,"Communal Area Seat",False,False
120,"2023-10-17 17:27:41.677931","2023-10-17 18:00:00","2023-10-17 17:27:41.682379",243,22,"Communal Area Seat",False,False
121,"2023-10-17 17:30:57.616789","2023-10-17 18:00:00","2023-10-17 17:30:57.620653",59,4,"Sitting Desk with Monitor",False,True
124,"2023-10-18 10:30:34.094442","2023-10-18 12:30:31.036","2023-10-18 10:30:34.098969",218,5,"Sitting Desk with Monitor",False,True
125,"2023-10-18 10:31:50.216278","2023-10-18 12:31:48.49","2023-10-18 10:31:50.22216",138,7,"Sitting Desk with Monitor",False,True
127,"2023-10-18 10:32:29.828434","2023-10-18 12:32:28.942","2023-10-18 10:32:29.834277",263,4,"Sitting Desk with Monitor",False,True
128,"2023-10-18 10:39:25.646762","2023-10-18 12:32:50.398249","2023-10-18 10:39:25.652772",264,1,"Sitting Desk with Monitor",False,True
129,"2023-10-18 10:47:39.026179","2023-10-18 11:16:41.432334","2023-10-18 10:47:39.031918",195,3,"Sitting Desk with Monitor",False,True
130,"2023-10-18 10:47:42.374226","2023-10-18 12:32:51.714613","2023-10-18 10:47:42.380318",55,0,"Sitting Desk with Monitor",False,True
131,"2023-10-18 10:50:22.039538","2023-10-18 12:32:52.706641","2023-10-18 10:50:22.04575",131,8,"Sitting Desk with Monitor",False,True
132,"2023-10-18 11:08:30.540611","2023-10-18 12:58:02.309145","2023-10-18 11:08:30.637375",265,2,"Sitting Desk with Monitor",False,True
133,"2023-10-18 11:08:37.41497","2023-10-18 12:58:03.262259","2023-10-18 11:08:37.421082",80,6,"Sitting Desk with Monitor",False,True
134,"2023-10-18 11:09:59.174943","2023-10-18 13:09:55.585","2023-10-18 11:09:59.182363",266,9,"Sitting Desk with Monitor",False,True
135,"2023-10-18 11:50:44.537734","2023-10-18 12:33:00.633358","2023-10-18 11:50:44.546234",220,3,"Sitting Desk with Monitor",False,True
137,"2023-10-18 12:17:56.102826","2023-10-18 12:33:01.731738","2023-10-18 12:17:56.109419",219,11,"Sitting Desk with Monitor",False,True
138,"2023-10-18 12:19:00.982773","2023-10-18 15:17:01.832648","2023-10-18 12:19:00.989106",268,10,"Sitting Desk with Monitor",False,True
139,"2023-10-18 12:30:31.036","2023-10-18 12:33:08.946167","2023-10-18 12:20:39.496391",269,5,"Sitting Desk with Monitor",False,True
140,"2023-10-18 12:32:07.385533","2023-10-18 12:58:00.37349","2023-10-18 12:32:07.392991",133,7,"Sitting Desk with Monitor",False,True
141,"2023-10-18 12:37:48.830493","2023-10-18 13:44:42.973637","2023-10-18 12:37:48.8367",156,11,"Sitting Desk with Monitor",False,True
142,"2023-10-18 12:48:58.543321","2023-10-18 14:48:53.501","2023-10-18 12:48:58.547806",201,29,"Communal Area Seat",False,False
143,"2023-10-18 12:49:29.192639","2023-10-18 13:20:26.064764","2023-10-18 12:49:29.198593",109,1,"Sitting Desk with Monitor",False,True
144,"2023-10-18 12:51:19.103829","2023-10-18 13:39:47.829646","2023-10-18 12:51:19.110068",270,27,"Communal Area Seat",False,False
145,"2023-10-18 12:56:48.367864","2023-10-18 14:56:38.415","2023-10-18 12:56:48.373765",271,34,"Communal Area Seat",False,False
149,"2023-10-18 12:57:26.96683","2023-10-18 14:57:20.748","2023-10-18 12:57:26.973777",131,0,"Sitting Desk with Monitor",False,True
150,"2023-10-18 12:57:27.561298","2023-10-18 13:43:12.163519","2023-10-18 12:57:27.567773",239,3,"Sitting Desk with Monitor",False,True
151,"2023-10-18 12:58:08.599211","2023-10-18 14:58:06.831","2023-10-18 12:58:08.605511",272,31,"Communal Area Seat",False,False
152,"2023-10-18 13:04:55.123849","2023-10-18 13:44:45.889409","2023-10-18 13:04:55.129898",230,2,"Sitting Desk with Monitor",False,True
153,"2023-10-18 13:05:54.863568","2023-10-18 14:56:19.693929","2023-10-18 13:05:54.867583",273,17,"Standing Desk with Monitor",True,True
154,"2023-10-18 13:12:24.904051","2023-10-18 15:12:16.261","2023-10-18 13:12:24.913932",135,9,"Sitting Desk with Monitor",False,True
156,"2023-10-18 13:17:16.929694","2023-10-18 13:20:50.257844","2023-10-18 13:17:16.936439",177,4,"Sitting Desk with Monitor",False,True
158,"2023-10-18 13:26:55.666238","2023-10-18 15:26:52.212","2023-10-18 13:26:55.672291",115,5,"Sitting Desk with Monitor",False,True
159,"2023-10-18 13:37:41.11392","2023-10-18 14:09:26.7248","2023-10-18 13:37:41.119955",269,4,"Sitting Desk with Monitor",False,True
160,"2023-10-18 13:39:53.924598","2023-10-18 15:39:46.288","2023-10-18 13:39:53.929663",231,14,"Standing Desk with Monitor",True,True
161,"2023-10-18 13:50:17.664641","2023-10-18 15:50:16.636","2023-10-18 13:50:17.670517",218,2,"Sitting Desk with Monitor",False,True
162,"2023-10-18 13:57:46.768413","2023-10-18 15:57:43.065","2023-10-18 13:57:46.774281",275,8,"Sitting Desk with Monitor",False,True
165,"2023-10-18 13:59:52.565149","2023-10-18 14:44:56.395288","2023-10-18 13:59:52.570364",177,15,"Standing Desk with Monitor",True,True
166,"2023-10-18 13:59:57.38001","2023-10-18 14:43:46.16413","2023-10-18 13:59:57.38829",109,13,"Standing Desk with Monitor",True,True
167,"2023-10-18 13:59:58.437888","2023-10-18 14:14:33.365874","2023-10-18 13:59:58.443444",276,16,"Standing Desk with Monitor",True,True
186,"2023-10-23 10:01:10.0403","2023-10-23 10:56:31.355529","2023-10-23 10:01:10.046798",176,2,"Sitting Desk with Monitor",False,True
187,"2023-10-23 10:05:16.254769","2023-10-23 10:43:18.281341","2023-10-23 10:05:16.261936",211,9,"Sitting Desk with Monitor",False,True
188,"2023-10-23 10:14:25.493135","2023-10-23 11:07:49.544273","2023-10-23 10:14:25.503565",108,10,"Sitting Desk with Monitor",False,True
189,"2023-10-23 10:16:36.063606","2023-10-23 12:03:53.695348","2023-10-23 10:16:36.071316",284,1,"Sitting Desk with Monitor",False,True
190,"2023-10-23 10:21:56.104064","2023-10-23 11:07:11.358904","2023-10-23 10:21:56.110079",224,14,"Standing Desk with Monitor",True,True
192,"2023-10-23 10:25:36.891163","2023-10-23 11:10:19.907361","2023-10-23 10:25:36.896913",207,3,"Sitting Desk with Monitor",False,True
194,"2023-10-23 10:46:28.818655","2023-10-23 11:11:20.200949","2023-10-23 10:46:28.824711",285,8,"Sitting Desk with Monitor",False,True
195,"2023-10-23 10:48:36.600412","2023-10-23 11:27:08.048852","2023-10-23 10:48:36.606412",208,11,"Sitting Desk with Monitor",False,True
197,"2023-10-23 11:06:41.320431","2023-10-23 14:07:55.804172","2023-10-23 11:06:41.327214",220,9,"Sitting Desk with Monitor",False,True
198,"2023-10-23 11:06:44.550603","2023-10-23 13:06:41.42","2023-10-23 11:06:44.560856",219,5,"Sitting Desk with Monitor",False,True
201,"2023-10-23 11:25:53.175813","2023-10-23 13:25:50.95","2023-10-23 11:25:53.181489",156,7,"Sitting Desk with Monitor",False,True
202,"2023-10-23 11:26:10.034318","2023-10-23 11:59:13.290391","2023-10-23 11:26:10.038502",1,14,"Standing Desk with Monitor",True,True
203,"2023-10-23 11:33:43.48565","2023-10-23 13:33:41.64","2023-10-23 11:33:43.49166",230,6,"Sitting Desk with Monitor",False,True
204,"2023-10-23 11:34:00.816868","2023-10-23 13:33:17.023536","2023-10-23 11:34:00.825515",252,3,"Sitting Desk with Monitor",False,True
205,"2023-10-23 11:34:24.54075","2023-10-23 12:50:16.957272","2023-10-23 11:34:24.546741",131,8,"Sitting Desk with Monitor",False,True
210,"2023-10-23 12:00:49.391089","2023-10-23 14:00:44.577","2023-10-23 12:00:49.396207",287,27,"Communal Area Seat",False,False
211,"2023-10-23 12:02:11.803228","2023-10-23 14:02:09.08","2023-10-23 12:02:11.819238",17,10,"Sitting Desk with Monitor",False,True
216,"2023-10-23 12:03:51.443034","2023-10-23 14:03:45.208","2023-10-23 12:03:51.447957",288,13,"Standing Desk with Monitor",True,True
217,"2023-10-23 12:03:53.01483","2023-10-23 14:21:04.802662","2023-10-23 12:03:53.020786",289,16,"Standing Desk with Monitor",True,True
221,"2023-10-23 12:17:45.972415","2023-10-23 13:32:44.535466","2023-10-23 12:17:45.978844",239,0,"Sitting Desk with Monitor",False,True
225,"2023-10-23 12:20:16.815125","2023-10-23 14:09:33.441272","2023-10-23 12:20:16.822197",241,11,"Sitting Desk with Monitor",False,True
226,"2023-10-23 12:20:51.556796","2023-10-23 14:20:44.555","2023-10-23 12:20:51.563253",291,26,"Communal Area Seat",False,False
227,"2023-10-23 12:23:10.371604","2023-10-23 14:23:07.955","2023-10-23 12:23:10.378345",231,2,"Sitting Desk with Monitor",False,True
228,"2023-10-23 12:29:37.064126","2023-10-23 14:29:33.685","2023-10-23 12:29:37.071694",259,22,"Communal Area Seat",False,False
229,"2023-10-23 12:30:24.616824","2023-10-23 15:41:26.015259","2023-10-23 12:30:24.62328",292,24,"Communal Area Seat",False,False
230,"2023-10-23 12:32:25.363005","2023-10-23 14:32:18.808","2023-10-23 12:32:25.369833",161,36,"Communal Area Seat",False,False
231,"2023-10-23 12:45:31.904517","2023-10-23 13:02:20.099909","2023-10-23 12:45:31.910921",149,25,"Communal Area Seat",False,False
232,"2023-10-23 12:45:46.062007","2023-10-23 12:57:04.076805","2023-10-23 12:45:46.067436",285,14,"Standing Desk with Monitor",True,True
233,"2023-10-23 12:46:01.861927","2023-10-23 14:45:57.917","2023-10-23 12:46:01.86845",249,1,"Sitting Desk with Monitor",False,True
234,"2023-10-23 12:48:03.612342","2023-10-23 14:47:59.344","2023-10-23 12:48:03.630208",254,29,"Communal Area Seat",False,False
235,"2023-10-23 12:48:43.843668","2023-10-23 14:48:37.199","2023-10-23 12:48:43.849989",171,40,"Communal Area Seat",False,False
236,"2023-10-23 12:51:04.04518","2023-10-23 14:51:00.349","2023-10-23 12:51:04.051991",294,39,"Communal Area Seat",False,False
238,"2023-10-23 13:00:13.562384","2023-10-23 15:00:07.816","2023-10-23 13:00:13.569167",280,8,"Sitting Desk with Monitor",False,True
239,"2023-10-23 13:00:15.037684","2023-10-23 15:00:13.392","2023-10-23 13:00:15.044306",295,18,"Communal Area Seat",False,False
241,"2023-10-23 13:03:10.740154","2023-10-23 15:03:09.008","2023-10-23 13:03:10.747267",296,28,"Communal Area Seat",False,False
242,"2023-10-23 13:07:11.198424","2023-10-23 15:07:08.996","2023-10-23 13:07:11.205196",133,4,"Sitting Desk with Monitor",False,True
244,"2023-10-23 13:09:36.210429","2023-10-23 15:09:30.67","2023-10-23 13:09:36.217509",103,34,"Communal Area Seat",False,False
247,"2023-10-23 13:11:23.571148","2023-10-23 15:11:22.065","2023-10-23 13:11:23.57768",187,9,"Sitting Desk with Monitor",False,True
248,"2023-10-23 13:18:20.691847","2023-10-23 15:18:10.313","2023-10-23 13:18:20.698461",229,5,"Sitting Desk with Monitor",False,True
250,"2023-10-23 13:30:43.743718","2023-10-23 15:30:38.527","2023-10-23 13:30:43.750547",298,33,"Communal Area Seat",False,False
251,"2023-10-23 13:33:11.257361","2023-10-23 15:33:03.937","2023-10-23 13:33:11.264857",299,0,"Sitting Desk with Monitor",False,True
252,"2023-10-23 13:40:22.031932","2023-10-23 15:40:18.68","2023-10-23 13:40:22.0386",146,3,"Sitting Desk with Monitor",False,True
253,"2023-10-23 13:42:18.751364","2023-10-23 15:42:18.062","2023-10-23 13:42:18.759285",300,6,"Sitting Desk with Monitor",False,True
254,"2023-10-23 13:52:08.607747","2023-10-23 15:51:59.435","2023-10-23 13:52:08.614797",263,25,"Communal Area Seat",False,False
255,"2023-10-23 13:52:53.446672","2023-10-23 15:52:43.931","2023-10-23 13:52:53.453078",104,7,"Sitting Desk with Monitor",False,True
257,"2023-10-23 14:00:35.699809","2023-10-23 16:00:28.026","2023-10-23 14:00:35.705337",301,12,"Standing Desk with Monitor",True,True
258,"2023-10-23 14:14:13.764157","2023-10-24 15:56:17.955921","2023-10-23 14:14:13.770582",218,11,"Sitting Desk with Monitor",False,True
259,"2023-10-23 14:18:40.814142","2023-10-23 16:18:34.359","2023-10-23 14:18:40.821645",222,10,"Sitting Desk with Monitor",False,True
261,"2023-10-23 14:23:07.955","2023-10-23 14:22:03.085761","2023-10-23 14:20:56.932775",169,2,"Sitting Desk with Monitor",False,True
262,"2023-10-23 14:21:10.874809","2023-10-23 16:07:05.462773","2023-10-23 14:21:10.879968",289,15,"Standing Desk with Monitor",True,True
264,"2023-10-23 14:21:25.222928","2023-10-23 14:21:57.856121","2023-10-23 14:21:25.229647",277,38,"Communal Area Seat",False,False
265,"2023-10-23 14:23:07.955","2023-10-23 16:23:07.955","2023-10-23 14:22:07.160454",277,2,"Sitting Desk with Monitor",False,True
266,"2023-10-23 14:22:08.820359","2023-10-23 15:30:44.560635","2023-10-23 14:22:08.825651",169,17,"Standing Desk with Monitor",True,True
267,"2023-10-23 14:28:02.031903","2023-10-23 16:27:59.576","2023-10-23 14:28:02.039499",130,31,"Communal Area Seat",False,False
271,"2023-10-23 14:32:44.651761","2023-10-23 16:32:42.555","2023-10-23 14:32:44.658674",243,20,"Communal Area Seat",False,False
276,"2023-10-23 14:36:55.803602","2023-10-24 09:47:06.547861","2023-10-23 14:36:55.809564",285,16,"Standing Desk with Monitor",True,True
280,"2023-10-23 14:40:37.7871","2023-10-23 16:34:39.618088","2023-10-23 14:40:37.794478",217,26,"Communal Area Seat",False,False
284,"2023-10-23 14:54:20.42371","2023-10-23 15:25:20.308663","2023-10-23 14:54:20.430456",131,37,"Communal Area Seat",False,False
299,"2023-10-23 15:40:49.985285","2023-10-23 16:47:20.536374","2023-10-23 15:40:49.992319",195,5,"Sitting Desk with Monitor",False,True
300,"2023-10-23 15:42:39.284304","2023-10-23 17:30:07.669878","2023-10-23 15:42:39.290653",307,1,"Sitting Desk with Monitor",False,True
305,"2023-10-23 16:07:55.367513","2023-10-23 16:19:24.972902","2023-10-23 16:07:55.374005",128,8,"Sitting Desk with Monitor",False,True
306,"2023-10-23 16:11:37.96517","2023-10-23 16:36:36.221509","2023-10-23 16:11:37.970763",234,13,"Standing Desk with Monitor",True,True
307,"2023-10-23 16:25:28.746114","2023-10-23 16:58:15.7554","2023-10-23 16:25:28.752541",263,32,"Communal Area Seat",False,False
309,"2023-10-23 16:33:54.20015","2023-10-23 17:52:15.380083","2023-10-23 16:33:54.209686",145,35,"Communal Area Seat",False,False
310,"2023-10-23 16:41:08.755829","2023-10-23 17:12:38.968847","2023-10-23 16:41:08.761198",310,0,"Sitting Desk with Monitor",False,True
322,"2023-10-23 16:58:27.549709","2023-10-23 17:09:51.888644","2023-10-23 16:58:27.556784",115,6,"Sitting Desk with Monitor",False,True
324,"2023-10-23 16:59:50.09569","2023-10-27 10:50:23.495116","2023-10-23 16:59:50.100576",306,12,"Standing Desk with Monitor",True,True
356,"2023-10-23 17:34:46.532112","2023-10-23 17:49:46.636923","2023-10-23 17:34:46.539593",263,30,"Communal Area Seat",False,False
357,"2023-10-23 17:34:53.178662","2023-10-23 18:00:00","2023-10-23 17:34:53.184132",217,10,"Sitting Desk with Monitor",False,True
361,"2023-10-24 10:11:58.147251","2023-10-24 10:48:43.708566","2023-10-24 10:11:58.152305",348,8,"Sitting Desk with Monitor",False,True
362,"2023-10-24 10:15:14.949322","2023-10-24 12:15:12.515","2023-10-24 10:15:14.95541",252,3,"Sitting Desk with Monitor",False,True
363,"2023-10-24 10:20:08.187908","2023-10-24 11:17:00.179488","2023-10-24 10:20:08.194252",220,6,"Sitting Desk with Monitor",False,True
364,"2023-10-24 10:36:34.355231","2023-10-24 10:47:26.320269","2023-10-24 10:36:34.36088",131,2,"Sitting Desk with Monitor",False,True
365,"2023-10-24 10:50:10.106262","2023-10-24 11:16:59.400887","2023-10-24 10:50:10.11245",219,1,"Sitting Desk with Monitor",False,True
367,"2023-10-24 10:52:30.230542","2023-10-24 11:14:49.326939","2023-10-24 10:52:30.236594",349,8,"Sitting Desk with Monitor",False,True
368,"2023-10-24 11:01:48.911499","2023-10-24 13:01:44.133","2023-10-24 11:01:48.917498",265,5,"Sitting Desk with Monitor",False,True
369,"2023-10-24 11:04:38.636234","2023-10-24 15:14:56.210046","2023-10-24 11:04:38.64324",285,0,"Sitting Desk with Monitor",False,True
371,"2023-10-24 11:17:34.050914","2023-10-24 12:16:26.738515","2023-10-24 11:17:34.057152",20,1,"Sitting Desk with Monitor",False,True
374,"2023-10-24 11:36:44.727639","2023-10-24 13:36:41.506","2023-10-24 11:36:44.733353",238,10,"Sitting Desk with Monitor",False,True
375,"2023-10-24 12:00:44.707363","2023-10-24 14:00:42.734","2023-10-24 12:00:44.713634",17,8,"Sitting Desk with Monitor",False,True
376,"2023-10-24 12:00:47.119561","2023-10-24 14:00:41.113","2023-10-24 12:00:47.12454",221,28,"Communal Area Seat",False,False
377,"2023-10-24 12:07:02.479456","2023-10-24 14:06:59.332","2023-10-24 12:07:02.485838",103,39,"Communal Area Seat",False,False
378,"2023-10-24 12:17:19.039599","2023-10-24 15:19:03.96229","2023-10-24 12:17:19.04544",231,3,"Sitting Desk with Monitor",False,True
379,"2023-10-24 12:20:23.659943","2023-10-24 13:20:23.915541","2023-10-24 12:20:23.66592",131,9,"Sitting Desk with Monitor",False,True
